Expiration Date,id,Last Sale,Bid,Ask,Volume,Open Interest,Strike,tau,type
12/3/2021 0:00,TSLA211203C01160000,21.35,21.4,21.7,7752,2430,1160,0.008333333,c
12/3/2021 0:00,TSLA211203C01165000,20,19.45,19.7,1831,411,1165,0.008333333,c
12/3/2021 0:00,TSLA211203C01170000,17.6,17.6,17.85,2626,1127,1170,0.008333333,c
12/3/2021 0:00,TSLA211203C01175000,16.2,15.85,16.15,1802,1569,1175,0.008333333,c
12/3/2021 0:00,TSLA211203C01180000,14.3,14.3,14.55,6547,2591,1180,0.008333333,c
12/3/2021 0:00,TSLA211203C01185000,12.89,12.85,13.05,956,1296,1185,0.008333333,c
12/3/2021 0:00,TSLA211203C01190000,11.79,11.5,11.7,2296,1954,1190,0.008333333,c
12/3/2021 0:00,TSLA211203C01195000,10.8,10.25,10.5,1274,897,1195,0.008333333,c
12/3/2021 0:00,TSLA211203C01200000,9.25,9.15,9.3,41708,8861,1200,0.008333333,c
12/3/2021 0:00,TSLA211203C01205000,8.29,8.15,8.35,2153,795,1205,0.008333333,c
12/3/2021 0:00,TSLA211203C01210000,7.3,7.2,7.4,1897,1396,1210,0.008333333,c
12/3/2021 0:00,TSLA211203C01215000,6.45,6.4,6.6,1249,751,1215,0.008333333,c
12/3/2021 0:00,TSLA211203C01220000,5.75,5.65,5.85,2713,2099,1220,0.008333333,c
12/3/2021 0:00,TSLA211203C01225000,5,5,5.2,1804,1791,1225,0.008333333,c
12/3/2021 0:00,TSLA211203C01230000,4.4,4.4,4.5,2980,1379,1230,0.008333333,c
12/3/2021 0:00,TSLA211203C01235000,3.93,3.9,4.05,1128,652,1235,0.008333333,c
12/3/2021 0:00,TSLA211203C01240000,3.46,3.45,3.6,4266,2003,1240,0.008333333,c
12/3/2021 0:00,TSLA211203C01245000,3.35,3.05,3.2,1210,493,1245,0.008333333,c
12/3/2021 0:00,TSLA211203C01250000,2.78,2.7,2.78,15428,7326,1250,0.008333333,c
12/3/2021 0:00,TSLA211203C01255000,2.42,2.38,2.48,1919,563,1255,0.008333333,c
12/3/2021 0:00,TSLA211203C01260000,2.1,2.15,2.19,2490,1207,1260,0.008333333,c
12/3/2021 0:00,TSLA211203C01265000,1.9,1.85,1.94,1166,361,1265,0.008333333,c
12/3/2021 0:00,TSLA211203C01270000,1.7,1.63,1.72,1553,1697,1270,0.008333333,c
12/3/2021 0:00,TSLA211203C01275000,1.48,1.44,1.52,2973,935,1275,0.008333333,c
12/3/2021 0:00,TSLA211203C01280000,1.35,1.3,1.36,1797,2919,1280,0.008333333,c
12/3/2021 0:00,TSLA211203C01285000,1.15,1.13,1.21,572,480,1285,0.008333333,c
12/3/2021 0:00,TSLA211203C01290000,1.07,1,1.08,779,639,1290,0.008333333,c
12/3/2021 0:00,TSLA211203C01295000,0.92,0.9,0.96,274,293,1295,0.008333333,c
12/3/2021 0:00,TSLA211203C01300000,0.84,0.84,0.87,10992,6797,1300,0.008333333,c
12/3/2021 0:00,TSLA211203C01305000,0.79,0.7,0.78,2643,354,1305,0.008333333,c
12/3/2021 0:00,TSLA211203C01310000,0.71,0.65,0.7,2237,533,1310,0.008333333,c
12/3/2021 0:00,TSLA211203C01315000,0.57,0.58,0.64,712,403,1315,0.008333333,c
12/3/2021 0:00,TSLA211203C01320000,0.57,0.51,0.58,1796,398,1320,0.008333333,c
12/3/2021 0:00,TSLA211203C01325000,0.51,0.48,0.53,527,602,1325,0.008333333,c
12/3/2021 0:00,TSLA211203C01330000,0.47,0.42,0.49,803,325,1330,0.008333333,c
12/3/2021 0:00,TSLA211203C01335000,0.41,0.4,0.46,225,277,1335,0.008333333,c
12/3/2021 0:00,TSLA211203C01340000,0.4,0.35,0.42,926,348,1340,0.008333333,c
12/3/2021 0:00,TSLA211203C01345000,0.39,0.33,0.39,205,343,1345,0.008333333,c
12/3/2021 0:00,TSLA211203C01350000,0.35,0.31,0.36,4104,3822,1350,0.008333333,c
12/3/2021 0:00,TSLA211203C01355000,0.33,0.32,0.34,368,826,1355,0.008333333,c
12/3/2021 0:00,TSLA211203C01360000,0.31,0.26,0.33,486,676,1360,0.008333333,c
12/3/2021 0:00,TSLA211203C01365000,0.31,0.29,0.3,198,363,1365,0.008333333,c
12/3/2021 0:00,TSLA211203C01370000,0.26,0.27,0.29,158,312,1370,0.008333333,c
12/3/2021 0:00,TSLA211203C01375000,0.25,0.22,0.28,171,1374,1375,0.008333333,c
12/3/2021 0:00,TSLA211203C01380000,0.27,0.21,0.27,122,421,1380,0.008333333,c
12/3/2021 0:00,TSLA211203C01385000,0.31,0.2,0.26,25,144,1385,0.008333333,c
12/3/2021 0:00,TSLA211203C01390000,0.25,0.18,0.25,90,230,1390,0.008333333,c
12/3/2021 0:00,TSLA211203C01395000,0.23,0.17,0.24,102,477,1395,0.008333333,c
12/3/2021 0:00,TSLA211203C01400000,0.2,0.18,0.22,3435,5757,1400,0.008333333,c
12/3/2021 0:00,TSLA211203C01450000,0.14,0.12,0.14,1161,1953,1450,0.008333333,c
12/3/2021 0:00,TSLA211203C01500000,0.11,0.08,0.11,1769,2834,1500,0.008333333,c
12/3/2021 0:00,TSLA211203C01550000,0.08,0.05,0.09,1226,1641,1550,0.008333333,c
12/3/2021 0:00,TSLA211203C01600000,0.06,0.06,0.09,646,2064,1600,0.008333333,c
12/3/2021 0:00,TSLA211203C01650000,0.06,0.05,0.06,589,1036,1650,0.008333333,c
12/3/2021 0:00,TSLA211203C01700000,0.05,0.01,0.07,388,912,1700,0.008333333,c
12/3/2021 0:00,TSLA211203C01750000,0.04,0.04,0.05,268,851,1750,0.008333333,c
12/3/2021 0:00,TSLA211203C01800000,0.04,0.03,0.04,192,2264,1800,0.008333333,c
12/3/2021 0:00,TSLA211203C01825000,0.04,0.02,0.05,89,193,1825,0.008333333,c
12/3/2021 0:00,TSLA211203C01850000,0.04,0.03,0.04,23,464,1850,0.008333333,c
12/3/2021 0:00,TSLA211203C01875000,0.04,0.01,0.04,37,217,1875,0.008333333,c
12/3/2021 0:00,TSLA211203C01900000,0.03,0.02,0.03,90,449,1900,0.008333333,c
12/3/2021 0:00,TSLA211203C01925000,0.03,0.01,0.04,96,124,1925,0.008333333,c
12/3/2021 0:00,TSLA211203C01950000,0.02,0,0.04,22,111,1950,0.008333333,c
12/3/2021 0:00,TSLA211203C02000000,0.03,0.01,0.03,142,1390,2000,0.008333333,c
12/3/2021 0:00,TSLA211203C02025000,0.02,0.02,0.04,5,158,2025,0.008333333,c
12/3/2021 0:00,TSLA211203C02050000,0.03,0.01,0.02,10,332,2050,0.008333333,c
12/3/2021 0:00,TSLA211203C02075000,0.03,0.01,0.03,4,81,2075,0.008333333,c
12/3/2021 0:00,TSLA211203C02100000,0.02,0.01,0.03,31,209,2100,0.008333333,c
12/3/2021 0:00,TSLA211203C02125000,0.03,0.01,0.04,16,211,2125,0.008333333,c
12/3/2021 0:00,TSLA211203C02150000,0.02,0.01,0.03,5,500,2150,0.008333333,c
12/3/2021 0:00,TSLA211203C02175000,0.05,0,0.03,0,168,2175,0.008333333,c
12/3/2021 0:00,TSLA211203C02200000,0.01,0,0.03,12,105,2200,0.008333333,c
12/3/2021 0:00,TSLA211203C02225000,0.01,0,0.04,1,697,2225,0.008333333,c
12/3/2021 0:00,TSLA211203C02250000,0.02,0.01,0.02,18,318,2250,0.008333333,c
12/3/2021 0:00,TSLA211203C02275000,0.03,0,0.04,35,168,2275,0.008333333,c
12/3/2021 0:00,TSLA211203C02300000,0.02,0.01,0.02,120,230,2300,0.008333333,c
12/3/2021 0:00,TSLA211203C02325000,0.01,0,0.03,30,232,2325,0.008333333,c
12/3/2021 0:00,TSLA211203C02350000,0.01,0,0.01,88,150,2350,0.008333333,c
12/3/2021 0:00,TSLA211203C02375000,0.01,0,0.02,4,159,2375,0.008333333,c
12/3/2021 0:00,TSLA211203C02400000,0.01,0,0.01,51,1915,2400,0.008333333,c
12/3/2021 0:00,TSLA211203C02425000,0.01,0,0.01,0,160,2425,0.008333333,c
12/3/2021 0:00,TSLA211203C02450000,0.01,0,0.01,1,734,2450,0.008333333,c
12/3/2021 0:00,TSLA211203C02475000,0.01,0,0.01,13,1829,2475,0.008333333,c
12/10/2021 0:00,TSLA211210C00200000,0,931.15,933.85,0,0,200,0.027777778,c
12/10/2021 0:00,TSLA211210C00250000,880,881.1,883.9,2,3,250,0.027777778,c
12/10/2021 0:00,TSLA211210C00300000,819.85,831.1,833.9,10,1,300,0.027777778,c
12/10/2021 0:00,TSLA211210C00350000,750.5,781.25,783.9,0,3,350,0.027777778,c
12/10/2021 0:00,TSLA211210C00400000,720.2,731.2,733.95,0,6,400,0.027777778,c
12/10/2021 0:00,TSLA211210C00450000,647.3,681.35,684,0,1,450,0.027777778,c
12/10/2021 0:00,TSLA211210C00500000,626.76,631.4,634.05,0,33,500,0.027777778,c
12/10/2021 0:00,TSLA211210C00550000,0,581.5,584.15,0,0,550,0.027777778,c
12/10/2021 0:00,TSLA211210C00600000,514,531.7,534.25,0,5,600,0.027777778,c
12/10/2021 0:00,TSLA211210C00650000,484.25,482,484.4,5,47,650,0.027777778,c
12/10/2021 0:00,TSLA211210C00700000,434.55,431.95,434.65,40,10,700,0.027777778,c
12/10/2021 0:00,TSLA211210C00750000,376.3,382.7,385.25,7,29,750,0.027777778,c
12/10/2021 0:00,TSLA211210C00800000,336.55,333.25,335.9,6,44,800,0.027777778,c
12/10/2021 0:00,TSLA211210C00810000,324.6,323.45,326.2,24,88,810,0.027777778,c
12/10/2021 0:00,TSLA211210C00820000,311.4,313.65,316.45,9,18,820,0.027777778,c
12/10/2021 0:00,TSLA211210C00830000,306.6,303.9,306.6,23,21,830,0.027777778,c
12/10/2021 0:00,TSLA211210C00840000,298.05,294.6,296.85,19,116,840,0.027777778,c
12/10/2021 0:00,TSLA211210C00850000,290.6,284.6,287.05,32,242,850,0.027777778,c
12/10/2021 0:00,TSLA211210C00860000,278.6,274.9,277.05,64,51,860,0.027777778,c
12/10/2021 0:00,TSLA211210C00870000,265.85,265.5,267.2,61,20,870,0.027777778,c
12/10/2021 0:00,TSLA211210C00880000,259.05,256.65,257.7,118,51,880,0.027777778,c
12/10/2021 0:00,TSLA211210C00890000,248.25,247.1,248.05,64,108,890,0.027777778,c
12/10/2021 0:00,TSLA211210C00900000,235.95,237.65,238.7,60,598,900,0.027777778,c
12/10/2021 0:00,TSLA211210C00910000,226.55,228.25,229.25,58,71,910,0.027777778,c
12/10/2021 0:00,TSLA211210C00920000,221.25,218.9,219.85,59,138,920,0.027777778,c
12/10/2021 0:00,TSLA211210C00930000,210.6,209.6,210.55,29,67,930,0.027777778,c
12/10/2021 0:00,TSLA211210C00940000,198.85,200.45,201.4,44,71,940,0.027777778,c
12/10/2021 0:00,TSLA211210C00950000,193.85,191.4,192.35,1052,5021,950,0.027777778,c
12/10/2021 0:00,TSLA211210C00960000,184.85,182.45,183.4,66,79,960,0.027777778,c
12/10/2021 0:00,TSLA211210C00970000,175.85,173.6,174.55,69,47,970,0.027777778,c
12/10/2021 0:00,TSLA211210C00975000,171.45,169.2,170.1,48,26,975,0.027777778,c
12/10/2021 0:00,TSLA211210C00980000,165.4,164.85,165.75,52,2001,980,0.027777778,c
12/10/2021 0:00,TSLA211210C00985000,162.85,160.55,161.5,30,42,985,0.027777778,c
12/10/2021 0:00,TSLA211210C00990000,156.8,156.25,157.2,44,1042,990,0.027777778,c
12/10/2021 0:00,TSLA211210C00995000,154.5,152,152.95,24,66,995,0.027777778,c
12/10/2021 0:00,TSLA211210C01000000,150.1,147.8,148.75,1063,6262,1000,0.027777778,c
12/10/2021 0:00,TSLA211210C01005000,144.35,143.65,144.5,27,27,1005,0.027777778,c
12/10/2021 0:00,TSLA211210C01010000,137.9,139.5,140.35,37,89,1010,0.027777778,c
12/10/2021 0:00,TSLA211210C01015000,135.8,135.45,136.3,24,46,1015,0.027777778,c
12/10/2021 0:00,TSLA211210C01020000,132.42,131.45,132.2,93,729,1020,0.027777778,c
12/10/2021 0:00,TSLA211210C01025000,128.2,127.4,128.25,29,260,1025,0.027777778,c
12/10/2021 0:00,TSLA211210C01030000,125.75,123.5,124.3,39,607,1030,0.027777778,c
12/10/2021 0:00,TSLA211210C01035000,119.95,119.6,120.4,23,104,1035,0.027777778,c
12/10/2021 0:00,TSLA211210C01040000,116.62,115.75,116.5,35,108,1040,0.027777778,c
12/10/2021 0:00,TSLA211210C01045000,112.65,111.95,112.65,35,73,1045,0.027777778,c
12/10/2021 0:00,TSLA211210C01050000,109.16,108.2,108.95,52,3036,1050,0.027777778,c
12/10/2021 0:00,TSLA211210C01055000,105.5,104.55,105.25,65,161,1055,0.027777778,c
12/10/2021 0:00,TSLA211210C01060000,101.2,100.9,101.65,87,286,1060,0.027777778,c
12/10/2021 0:00,TSLA211210C01065000,98.85,97.35,98.05,45,1366,1065,0.027777778,c
12/10/2021 0:00,TSLA211210C01070000,95.48,93.8,94.5,114,186,1070,0.027777778,c
12/10/2021 0:00,TSLA211210C01075000,91.65,90.35,91.05,59,181,1075,0.027777778,c
12/10/2021 0:00,TSLA211210C01080000,87.8,86.95,87.55,163,398,1080,0.027777778,c
12/10/2021 0:00,TSLA211210C01085000,85.25,83.65,84.2,201,160,1085,0.027777778,c
12/10/2021 0:00,TSLA211210C01090000,81,80.35,80.95,80,234,1090,0.027777778,c
12/10/2021 0:00,TSLA211210C01095000,78.37,77.15,77.75,178,151,1095,0.027777778,c
12/10/2021 0:00,TSLA211210C01100000,74.5,74,74.65,369,1765,1100,0.027777778,c
12/10/2021 0:00,TSLA211210C01105000,72.37,70.95,71.55,90,285,1105,0.027777778,c
12/10/2021 0:00,TSLA211210C01110000,67.5,67.95,68.5,446,861,1110,0.027777778,c
12/10/2021 0:00,TSLA211210C01115000,67.65,65,65.6,249,235,1115,0.027777778,c
12/10/2021 0:00,TSLA211210C01120000,64,62.15,62.75,346,284,1120,0.027777778,c
12/10/2021 0:00,TSLA211210C01125000,60.72,59.35,59.9,547,829,1125,0.027777778,c
12/10/2021 0:00,TSLA211210C01130000,57.35,56.65,57.2,908,264,1130,0.027777778,c
12/10/2021 0:00,TSLA211210C01135000,54.9,54,54.5,442,173,1135,0.027777778,c
12/10/2021 0:00,TSLA211210C01140000,51.5,51.45,51.95,721,371,1140,0.027777778,c
12/10/2021 0:00,TSLA211210C01145000,49.65,48.95,49.45,210,191,1145,0.027777778,c
12/10/2021 0:00,TSLA211210C01150000,47.4,46.55,47.05,1184,892,1150,0.027777778,c
12/10/2021 0:00,TSLA211210C01155000,45.6,44.15,44.7,210,254,1155,0.027777778,c
12/10/2021 0:00,TSLA211210C01160000,43.5,41.95,42.4,176,384,1160,0.027777778,c
12/10/2021 0:00,TSLA211210C01165000,40.55,39.8,40.2,166,230,1165,0.027777778,c
12/10/2021 0:00,TSLA211210C01170000,39,37.7,38.1,188,230,1170,0.027777778,c
12/10/2021 0:00,TSLA211210C01175000,36.15,35.65,36.05,158,565,1175,0.027777778,c
12/10/2021 0:00,TSLA211210C01180000,34.7,33.7,34.1,148,384,1180,0.027777778,c
12/10/2021 0:00,TSLA211210C01185000,32.3,31.85,32.2,138,181,1185,0.027777778,c
12/10/2021 0:00,TSLA211210C01190000,30.5,30.1,30.4,93,257,1190,0.027777778,c
12/10/2021 0:00,TSLA211210C01195000,29.15,28.4,28.7,105,191,1195,0.027777778,c
12/10/2021 0:00,TSLA211210C01200000,27.4,26.75,27.05,1760,2194,1200,0.027777778,c
12/10/2021 0:00,TSLA211210C01205000,25.8,25.2,25.5,77,270,1205,0.027777778,c
12/10/2021 0:00,TSLA211210C01210000,23.75,23.7,23.95,204,244,1210,0.027777778,c
12/10/2021 0:00,TSLA211210C01215000,22.5,22.3,22.6,68,63,1215,0.027777778,c
12/10/2021 0:00,TSLA211210C01220000,21.25,20.95,21.2,109,713,1220,0.027777778,c
12/10/2021 0:00,TSLA211210C01225000,19.7,19.65,19.95,373,241,1225,0.027777778,c
12/10/2021 0:00,TSLA211210C01230000,19.12,18.45,18.75,85,232,1230,0.027777778,c
12/10/2021 0:00,TSLA211210C01235000,17.5,17.3,17.6,87,119,1235,0.027777778,c
12/10/2021 0:00,TSLA211210C01240000,16.59,16.25,16.55,101,176,1240,0.027777778,c
12/10/2021 0:00,TSLA211210C01245000,15.91,15.2,15.5,64,68,1245,0.027777778,c
12/10/2021 0:00,TSLA211210C01250000,14.25,14.25,14.5,608,1154,1250,0.027777778,c
12/10/2021 0:00,TSLA211210C01255000,13.7,13.35,13.65,205,87,1255,0.027777778,c
12/10/2021 0:00,TSLA211210C01260000,13.12,12.5,12.8,65,51,1260,0.027777778,c
12/10/2021 0:00,TSLA211210C01265000,11.72,11.7,12,46,78,1265,0.027777778,c
12/10/2021 0:00,TSLA211210C01270000,11.53,10.95,11.25,64,136,1270,0.027777778,c
12/10/2021 0:00,TSLA211210C01275000,10.6,10.25,10.5,48,162,1275,0.027777778,c
12/10/2021 0:00,TSLA211210C01280000,10.09,9.6,9.85,124,150,1280,0.027777778,c
12/10/2021 0:00,TSLA211210C01285000,9.44,9,9.2,65,59,1285,0.027777778,c
12/10/2021 0:00,TSLA211210C01290000,8.77,8.4,8.65,73,127,1290,0.027777778,c
12/10/2021 0:00,TSLA211210C01295000,8.25,7.85,8.1,77,301,1295,0.027777778,c
12/10/2021 0:00,TSLA211210C01300000,7.75,7.35,7.6,1329,1511,1300,0.027777778,c
12/10/2021 0:00,TSLA211210C01305000,7.1,6.9,7.15,68,108,1305,0.027777778,c
12/10/2021 0:00,TSLA211210C01310000,6.81,6.45,6.7,112,75,1310,0.027777778,c
12/10/2021 0:00,TSLA211210C01315000,6.36,6.05,6.3,32,189,1315,0.027777778,c
12/10/2021 0:00,TSLA211210C01320000,5.85,5.7,5.9,51,99,1320,0.027777778,c
12/10/2021 0:00,TSLA211210C01325000,5.5,5.3,5.55,67,109,1325,0.027777778,c
12/10/2021 0:00,TSLA211210C01330000,5.63,5,5.2,40,97,1330,0.027777778,c
12/10/2021 0:00,TSLA211210C01335000,5.25,4.7,4.9,35,62,1335,0.027777778,c
12/10/2021 0:00,TSLA211210C01340000,4.55,4.4,4.6,46,102,1340,0.027777778,c
12/10/2021 0:00,TSLA211210C01345000,4.5,4.15,4.3,18,107,1345,0.027777778,c
12/10/2021 0:00,TSLA211210C01350000,4,3.9,4.1,633,624,1350,0.027777778,c
12/10/2021 0:00,TSLA211210C01355000,3.85,3.65,3.85,69,42,1355,0.027777778,c
12/10/2021 0:00,TSLA211210C01360000,3.55,3.45,3.65,63,75,1360,0.027777778,c
12/10/2021 0:00,TSLA211210C01365000,3.39,3.25,3.4,21,106,1365,0.027777778,c
12/10/2021 0:00,TSLA211210C01370000,3.25,3.05,3.25,48,111,1370,0.027777778,c
12/10/2021 0:00,TSLA211210C01375000,3,2.9,3.05,97,195,1375,0.027777778,c
12/10/2021 0:00,TSLA211210C01380000,2.84,2.74,2.86,60,144,1380,0.027777778,c
12/10/2021 0:00,TSLA211210C01385000,2.92,2.59,2.72,36,78,1385,0.027777778,c
12/10/2021 0:00,TSLA211210C01390000,2.67,2.45,2.57,226,129,1390,0.027777778,c
12/10/2021 0:00,TSLA211210C01395000,2.41,2.32,2.44,37,52,1395,0.027777778,c
12/10/2021 0:00,TSLA211210C01400000,2.25,2.19,2.32,902,1359,1400,0.027777778,c
12/10/2021 0:00,TSLA211210C01425000,1.75,1.7,1.82,234,164,1425,0.027777778,c
